genero,renda,dias_na_plataforma,cidade,compras_realizadas
F,25812,24.0,San Francisco,3
F,112073,0.0,London,2
F,220752,49.0,San Francisco,1
F,121001,44.0,Tokyo,1
M,7768,33.0,San Francisco,0
M,831,5.0,San Francisco,1
F,94734,7.0,London,0
F,79256,7.0,New York City,2
M,7890,32.0,New York City,2
F,57338,22.0,London,1
M,9305,28.0,London,1
M,61538,36.0,London,1
F,109302,8.0,London,2
M,19645,0.0,Miami,0
F,54979,18.0,London,0
M,95970,13.0,Tokyo,2
M,111882,15.0,Miami,3
M,9495,31.0,New York City,3
F,218697,38.0,San Francisco,0
M,100625,52.0,Miami,0
F,167298,5.0,San Francisco,1
F,14729,46.0,Miami,0
M,159432,46.0,London,1
M,62046,57.0,Miami,0
M,151853,30.0,San Francisco,3
F,60837,25.0,Miami,2
F,7682,9.0,San Francisco,0
M,122928,41.0,London,0
M,114310,17.0,Tokyo,0
M,64519,21.0,San Francisco,0
M,68795,13.0,London,3
M,131513,30.0,London,2
M,59023,42.0,San Francisco,0
M,1398,17.0,Miami,1
M,24603,20.0,Miami,1
F,33258,79.0,San Francisco,1
F,42407,26.0,Miami,0
F,71218,51.0,London,2
F,55213,0.0,New York City,4
M,26186,11.0,New York City,0
M,11357,17.0,San Francisco,0
F,6307,0.0,New York City,2
F,28143,22.0,New York City,3
M,19499,23.0,Miami,2
M,106442,33.0,San Francisco,0
F,5889,48.0,Miami,0
F,58127,40.0,San Francisco,0
F,100302,45.0,Tokyo,1
F,94191,25.0,San Francisco,0
M,152064,2.0,New York City,1
F,588,21.0,New York City,0
F,60619,17.0,New York City,1
F,192689,0.0,Tokyo,2
M,142834,19.0,New York City,0
M,26005,17.0,London,1
M,46550,72.0,San Francisco,1
M,40686,3.0,San Francisco,1
F,1058,20.0,Miami,1
F,50286,6.0,Tokyo,0
M,103608,15.0,New York City,2
M,51353,31.0,Miami,4
F,239299,18.0,New York City,2
M,3725,30.0,Tokyo,1
M,62258,35.0,Tokyo,0
M,99143,51.0,Miami,1
M,74269,10.0,Tokyo,1
F,21127,22.0,Miami,3
F,27220,18.0,Miami,1
F,7762,59.0,London,0
M,34525,8.0,Tokyo,2
F,155879,40.0,New York City,3
F,50086,3.0,New York City,1
F,22390,9.0,London,0
M,54978,17.0,San Francisco,1
F,149730,26.0,Miami,0
F,9378,9.0,San Francisco,0
M,10381,31.0,New York City,2
M,136486,3.0,Miami,3
F,107064,4.0,Miami,2
F,17200,21.0,San Francisco,1
M,23449,5.0,San Francisco,0
M,139456,79.0,New York City,1
F,25232,8.0,Miami,0
F,41713,32.0,Miami,0
F,55125,5.0,New York City,0
M,38574,37.0,San Francisco,1
M,203078,7.0,Tokyo,1
M,50778,27.0,San Francisco,0
F,26620,26.0,San Francisco,0
M,112066,22.0,Miami,1
F,78007,21.0,New York City,1
M,80947,4.0,San Francisco,2
M,16626,2.0,New York City,2
F,82008,1.0,San Francisco,2
F,75676,21.0,Miami,0
F,116992,8.0,New York City,2
F,41116,28.0,New York City,2
F,41427,30.0,San Francisco,4
F,44002,38.0,London,0
F,79128,19.0,New York City,2
F,11099,20.0,San Francisco,4
M,44850,29.0,Tokyo,2
F,9106,13.0,Tokyo,0
F,91414,47.0,London,3
F,48710,4.0,London,0
F,129226,11.0,London,1
F,57682,43.0,San Francisco,0
M,121743,36.0,London,2
M,62920,48.0,Miami,0
M,51951,14.0,Miami,2
F,83140,40.0,San Francisco,1
M,74090,29.0,San Francisco,0
F,162992,21.0,Miami,0
M,113545,27.0,London,2
M,164112,49.0,Miami,1
M,16872,21.0,New York City,2
M,67070,6.0,San Francisco,1
M,14675,1.0,San Francisco,0
F,136434,64.0,Miami,1
F,231072,21.0,London,0
M,1460,3.0,New York City,0
M,39396,2.0,Tokyo,0
F,12537,7.0,Tokyo,0
F,85769,22.0,London,1
M,9379,21.0,Tokyo,0
F,9740,9.0,Tokyo,0
M,44503,26.0,New York City,1
F,105536,36.0,New York City,2
F,17853,18.0,London,2
M,113878,37.0,San Francisco,4
M,6057,10.0,Tokyo,0
F,69777,6.0,Tokyo,0
F,199450,1.0,London,0
F,116389,22.0,Miami,2
M,47772,4.0,San Francisco,0
M,72035,9.0,London,1
F,90796,14.0,Tokyo,1
F,17078,2.0,New York City,2
M,76572,11.0,Tokyo,0
F,61711,25.0,New York City,0
F,138224,7.0,Tokyo,2
F,149140,0.0,Miami,1
M,41558,27.0,London,3
M,22450,6.0,Tokyo,2
M,143669,16.0,New York City,0
F,195789,22.0,San Francisco,1
M,149629,46.0,Miami,0
F,12540,35.0,Miami,1
F,142254,39.0,San Francisco,3
M,35284,7.0,Tokyo,0
F,11524,5.0,London,0
M,54852,33.0,Tokyo,0
M,43768,41.0,San Francisco,2
F,61144,7.0,New York City,1
M,108428,18.0,Miami,2
M,90699,39.0,New York City,3
F,157059,29.0,Miami,0
F,61682,3.0,New York City,2
F,823,42.0,Miami,1
F,95035,41.0,San Francisco,0
M,154222,35.0,Miami,1
M,275810,3.0,Tokyo,3
M,87603,20.0,Miami,1
M,4576,22.0,New York City,0
F,29274,35.0,Miami,0
M,82629,41.0,Tokyo,0
F,38859,18.0,Tokyo,0
F,132233,16.0,New York City,0
F,194321,3.0,New York City,0
M,34869,21.0,Miami,1
F,4961,58.0,Tokyo,1
F,69563,2.0,Tokyo,1
F,88954,21.0,Tokyo,0
M,9456,3.0,San Francisco,1
F,45253,8.0,Tokyo,0
F,73483,17.0,Miami,2
M,83548,10.0,London,0
F,21303,49.0,San Francisco,1
F,21302,16.0,Tokyo,2
F,88130,13.0,New York City,5
M,117532,2.0,London,0
F,19969,11.0,Miami,0
M,113928,11.0,San Francisco,1
F,66718,11.0,Tokyo,0
F,25367,58.0,Tokyo,0
F,178383,8.0,San Francisco,1
F,75431,40.0,Tokyo,3
M,115500,75.0,New York City,0
M,109357,28.0,Miami,1
F,48472,34.0,New York City,0
F,58478,7.0,Tokyo,3
F,131725,5.0,New York City,3
F,19363,13.0,Miami,0
F,53869,39.0,Tokyo,2
F,16977,80.0,Tokyo,0
F,11423,14.0,Miami,3
F,20388,16.0,New York City,4
F,60387,43.0,London,0
F,115268,14.0,New York City,1
M,13032,42.0,Tokyo,0
F,82388,36.0,Tokyo,1
F,130521,9.0,London,0
F,99146,4.0,Tokyo,2
F,170905,17.0,New York City,1
M,58071,52.0,Tokyo,0
F,48151,25.0,San Francisco,1
F,30682,8.0,Miami,0
M,15419,37.0,Tokyo,0
F,171466,4.0,Tokyo,2
F,36033,4.0,London,1
M,160850,26.0,London,0
F,107279,8.0,Tokyo,0
M,106429,24.0,New York City,0
M,65029,10.0,Miami,0
M,20524,3.0,Tokyo,2
F,83892,9.0,London,1
M,79983,3.0,London,1
F,152798,27.0,Miami,1
M,55330,39.0,San Francisco,0
M,11251,57.0,New York City,1
F,125036,3.0,Miami,2
F,95031,44.0,New York City,1
F,82691,32.0,Tokyo,2
M,21485,39.0,San Francisco,2
F,30183,17.0,Miami,0
M,30616,0.0,Tokyo,1
F,203088,64.0,New York City,3
F,81952,6.0,San Francisco,0
M,41109,5.0,Miami,0
M,42102,16.0,Tokyo,2
F,45616,26.0,New York City,0
M,6563,53.0,New York City,3
F,117760,4.0,San Francisco,0
M,48975,32.0,London,0
F,153736,91.0,New York City,2
M,83929,7.0,New York City,2
M,41498,22.0,London,1
F,167240,11.0,London,0
M,49678,42.0,San Francisco,1
F,42044,39.0,Miami,2
M,39169,8.0,New York City,2
M,21570,47.0,San Francisco,2
M,184497,6.0,San Francisco,0
F,127195,17.0,London,2
F,14581,42.0,New York City,1
M,102514,29.0,Miami,3
F,148301,22.0,San Francisco,0
M,41920,47.0,London,4
M,79693,8.0,Miami,0
F,179645,25.0,London,2
M,117779,6.0,Miami,0
M,5540,6.0,San Francisco,0
M,32989,8.0,Miami,2
M,58383,19.0,London,0
F,115002,27.0,Tokyo,0
F,30898,15.0,New York City,1
M,66456,1.0,Tokyo,2
F,122355,18.0,Tokyo,2
M,60213,69.0,Miami,0
M,29726,29.0,San Francisco,1
M,24830,0.0,New York City,1
F,94879,61.0,San Francisco,0
F,102011,39.0,Miami,1
F,82808,28.0,San Francisco,0
M,920,21.0,London,1
F,77720,27.0,Miami,1
F,49308,43.0,Miami,4
F,96316,8.0,San Francisco,0
F,105565,19.0,Tokyo,0
F,32362,4.0,London,1
M,182341,6.0,London,0
F,90901,7.0,Tokyo,0
M,137105,2.0,Miami,0
F,31656,5.0,New York City,3
F,25628,51.0,New York City,2
F,63169,49.0,Tokyo,0
F,149391,37.0,Tokyo,2
M,35069,2.0,New York City,0
M,52582,3.0,London,4
F,99609,11.0,New York City,1
F,30233,31.0,New York City,0
F,101190,7.0,San Francisco,1
M,126991,17.0,San Francisco,1
M,3500,19.0,Miami,0
M,96572,28.0,New York City,0
M,16434,20.0,New York City,2
F,62434,22.0,London,0
F,212694,34.0,San Francisco,0
F,17011,0.0,London,1
F,130899,22.0,Tokyo,0
F,77381,20.0,New York City,1
M,116534,5.0,San Francisco,0
M,41849,53.0,London,2
M,158173,30.0,San Francisco,0
F,97848,11.0,Miami,4
F,12772,50.0,New York City,2
M,47125,4.0,New York City,0
F,105565,19.0,San Francisco,0
F,83356,21.0,Miami,2
M,42679,5.0,Miami,1
F,111108,49.0,Tokyo,0
F,142918,25.0,New York City,0
M,182349,13.0,Miami,0
M,4433,61.0,San Francisco,0
M,77829,17.0,Tokyo,1
F,10936,5.0,Miami,0
F,11871,27.0,Miami,2
F,144039,7.0,San Francisco,1
M,69694,12.0,Miami,0
F,18024,5.0,Miami,4
F,93304,33.0,London,6
F,191345,5.0,New York City,0
F,75987,4.0,Tokyo,0
F,98658,23.0,Miami,3
F,179157,51.0,Miami,1
F,63257,14.0,Miami,4
M,83652,20.0,San Francisco,2
F,40323,38.0,London,2
F,50614,8.0,London,1
F,51059,47.0,Miami,2
M,1846,4.0,New York City,0
F,66163,46.0,San Francisco,1
M,72855,3.0,Tokyo,1
F,202638,21.0,Tokyo,0
F,3329,49.0,San Francisco,3
M,12345,24.0,Tokyo,0
F,188860,25.0,Tokyo,0
M,188190,46.0,London,2
M,101827,1.0,San Francisco,1
F,31470,18.0,Tokyo,0
M,35732,9.0,San Francisco,2
M,34289,38.0,San Francisco,2
M,17450,42.0,Miami,1
F,68225,19.0,San Francisco,1
M,132395,14.0,San Francisco,1
F,6393,7.0,San Francisco,0
F,214244,36.0,Miami,1
F,116887,25.0,Miami,0
F,11199,9.0,Tokyo,0
M,81465,29.0,London,1
M,30640,20.0,Miami,4
M,63959,32.0,London,0
F,14796,20.0,New York City,0
F,34983,10.0,London,1
F,2854,21.0,London,0
F,57297,0.0,New York City,0
F,32614,26.0,Miami,0
F,83749,3.0,London,2
M,46453,1.0,Tokyo,3
M,103234,18.0,London,0
M,5121,33.0,San Francisco,2
M,39908,15.0,San Francisco,0
M,69536,38.0,Tokyo,1
F,113086,14.0,San Francisco,0
F,41044,2.0,Miami,1
F,144855,52.0,New York City,1
F,168173,26.0,London,0
M,148660,26.0,Miami,0
M,26862,31.0,San Francisco,5
M,15587,10.0,London,0
M,185130,22.0,New York City,0
M,87030,41.0,Tokyo,0
F,20727,23.0,Tokyo,1
F,4933,1.0,London,1
M,16101,7.0,Miami,3
F,105101,19.0,San Francisco,2
M,5212,7.0,San Francisco,2
M,88960,51.0,New York City,0
M,47944,46.0,New York City,2
F,169730,12.0,London,1
F,45862,36.0,Miami,0
F,53773,22.0,London,0
M,100966,11.0,London,2
M,60427,7.0,Miami,3
F,189183,14.0,San Francisco,1
M,32736,20.0,Miami,0
F,27665,63.0,Miami,0
M,120302,31.0,New York City,1
F,46792,57.0,Tokyo,0
M,79471,37.0,San Francisco,1
M,84327,8.0,London,1
F,84354,20.0,New York City,0
M,139783,23.0,Tokyo,3
M,591,16.0,San Francisco,5
M,60346,12.0,San Francisco,1
F,69333,90.0,New York City,0
M,50272,28.0,San Francisco,0
F,109114,55.0,Tokyo,0
F,145379,31.0,Tokyo,0
F,117382,10.0,New York City,3
F,137408,72.0,New York City,2
F,66150,28.0,Tokyo,1
F,16601,54.0,San Francisco,2
M,35333,52.0,New York City,1
M,71006,17.0,San Francisco,3
F,55946,11.0,Miami,0
F,22421,26.0,San Francisco,0
F,91762,36.0,London,1
M,17320,49.0,New York City,0
F,79972,30.0,Tokyo,1
M,237106,2.0,Miami,0
M,35467,37.0,San Francisco,4
M,5603,17.0,New York City,1
M,54899,30.0,Tokyo,2
M,36395,11.0,New York City,0
F,52034,19.0,Miami,0
M,29575,6.0,San Francisco,2
F,132141,70.0,London,1
F,56910,64.0,Miami,1
M,27353,18.0,New York City,1
F,202215,16.0,New York City,2
M,32965,82.0,London,3
M,115391,1.0,San Francisco,1
F,30462,12.0,Tokyo,0
M,68943,34.0,New York City,0
F,70967,22.0,Tokyo,0
M,23170,40.0,Tokyo,2
M,146706,31.0,Miami,0
M,50724,0.0,London,3
F,71137,1.0,Tokyo,1
F,25523,17.0,San Francisco,1
M,55440,35.0,Tokyo,3
F,126039,18.0,Tokyo,0
F,120589,27.0,San Francisco,1
F,87192,17.0,New York City,0
M,79643,53.0,London,1
F,42801,24.0,Miami,1
M,62771,27.0,San Francisco,2
M,32005,34.0,Tokyo,0
F,32303,68.0,London,0
F,42307,9.0,Miami,2
M,269801,50.0,New York City,0
F,57909,2.0,Tokyo,3
M,163038,30.0,Miami,0
M,21661,25.0,San Francisco,1
M,25310,0.0,San Francisco,1
M,158158,67.0,Miami,0
F,32064,5.0,London,4
M,97949,32.0,Miami,0
F,79553,8.0,Miami,1
F,139155,2.0,Tokyo,5
F,22158,24.0,Miami,0
F,89023,7.0,San Francisco,1
M,7696,3.0,Miami,1
F,192933,36.0,New York City,1
F,62928,26.0,Tokyo,0
F,50319,52.0,New York City,3
M,4871,17.0,London,1
F,117754,34.0,San Francisco,5
F,203751,47.0,Miami,2
M,53406,13.0,Tokyo,0
F,74142,9.0,Tokyo,0
F,92636,10.0,Miami,0
M,91618,21.0,Tokyo,2
M,118465,19.0,Miami,1
M,105444,11.0,London,1
M,71413,22.0,London,0
M,52331,7.0,Tokyo,2
M,73163,9.0,London,1
M,221765,17.0,Tokyo,0
F,61662,28.0,San Francisco,0
F,34583,8.0,London,3
M,105288,30.0,Miami,3
M,7794,6.0,Tokyo,0
F,32213,32.0,San Francisco,0
M,7970,22.0,San Francisco,1
M,220119,29.0,Miami,1
M,125025,3.0,London,2
F,8019,44.0,London,2
F,58883,31.0,New York City,2
F,66704,29.0,New York City,3
F,145411,42.0,London,0
M,52127,27.0,New York City,2
F,88626,1.0,Tokyo,0
M,38581,54.0,New York City,2
M,76739,21.0,Tokyo,1
F,101137,34.0,Miami,1
M,115639,1.0,San Francisco,2
M,98893,47.0,New York City,3
F,87299,81.0,London,2
M,242,22.0,Miami,1
F,129977,29.0,San Francisco,0
M,39530,70.0,San Francisco,0
M,111354,17.0,London,3
M,6756,64.0,London,0
M,738,11.0,Tokyo,1
M,152564,38.0,Tokyo,0
F,808,5.0,New York City,0
F,12482,6.0,New York City,0
F,212592,4.0,London,0
M,7204,8.0,New York City,0
M,110309,80.0,Tokyo,4
M,103407,12.0,Miami,2
F,44419,9.0,London,3
M,21416,6.0,New York City,3
F,10282,8.0,London,0
F,64560,22.0,Tokyo,0
M,50797,33.0,New York City,0
F,78412,1.0,London,0
F,370679,19.0,Tokyo,0
M,58702,89.0,Tokyo,3
F,25357,1.0,New York City,0
F,33794,0.0,Tokyo,0
F,42199,20.0,New York City,1
F,140367,1.0,Tokyo,0
F,36953,33.0,Tokyo,0
F,170195,13.0,Miami,1
M,192014,9.0,London,0
F,42265,6.0,San Francisco,2
M,89190,40.0,Miami,0
M,7873,43.0,Miami,4
F,2532,38.0,London,2
F,32162,12.0,San Francisco,2
M,42444,55.0,Miami,0
M,29554,35.0,London,2
F,68069,20.0,London,0
F,111802,41.0,New York City,1
F,57618,42.0,Tokyo,0
F,9625,3.0,New York City,1
M,91288,53.0,San Francisco,2
M,42975,31.0,New York City,0
F,74106,34.0,San Francisco,0
M,20066,11.0,New York City,1
M,4294,19.0,London,2
F,84560,18.0,New York City,0
M,106549,64.0,New York City,1
M,51770,34.0,San Francisco,0
M,28831,38.0,New York City,0
F,123313,25.0,San Francisco,1
M,121157,2.0,Miami,0
M,40205,26.0,Miami,1
M,58207,16.0,New York City,0
M,40805,22.0,New York City,1
M,26708,17.0,Tokyo,1
F,217974,17.0,Tokyo,0
F,69279,3.0,New York City,1
F,20843,24.0,London,2
M,138288,22.0,Miami,1
F,107782,2.0,Miami,2
F,216153,64.0,San Francisco,0
M,17883,16.0,New York City,2
F,29768,66.0,San Francisco,0
M,24655,6.0,New York City,1
M,43675,32.0,San Francisco,2
F,172659,3.0,Miami,1
F,166377,25.0,San Francisco,0
F,36147,11.0,New York City,0
F,37633,28.0,New York City,1
M,57138,50.0,San Francisco,0
F,95284,27.0,Tokyo,0
M,94934,13.0,London,0
F,36826,18.0,New York City,1
M,18654,46.0,Tokyo,2
F,25090,2.0,New York City,0
F,3382,27.0,Tokyo,0
M,62797,26.0,London,0
F,88954,68.0,New York City,1
M,77609,28.0,Miami,1
F,24506,1.0,Tokyo,2
M,77115,4.0,New York City,1
F,31134,32.0,San Francisco,0
M,173449,37.0,London,1
F,47031,17.0,London,1
M,146583,19.0,Tokyo,0
F,33632,19.0,Tokyo,0
M,102769,19.0,Tokyo,0
M,143673,55.0,London,2
M,62122,20.0,San Francisco,1
M,154528,0.0,Miami,1
F,153321,41.0,New York City,5
M,142862,15.0,San Francisco,1
M,39012,17.0,Tokyo,1
M,104708,27.0,Miami,2
F,70683,14.0,Tokyo,2
F,220683,8.0,New York City,2
F,21992,6.0,New York City,0
M,128371,17.0,Tokyo,5
M,67309,0.0,San Francisco,0
F,2837,4.0,San Francisco,1
M,40930,49.0,Miami,2
F,20536,31.0,San Francisco,1
M,128787,4.0,Tokyo,2
F,70782,70.0,Tokyo,0
F,20902,27.0,San Francisco,2
M,35665,8.0,New York City,2
F,114422,42.0,San Francisco,1
F,17669,47.0,Miami,2
M,82516,13.0,London,4
F,13163,61.0,San Francisco,0
F,149775,49.0,New York City,2
M,65946,7.0,Miami,0
F,122195,15.0,San Francisco,0
M,79193,15.0,New York City,1
F,113580,80.0,San Francisco,2
F,46275,27.0,London,0
F,14565,0.0,San Francisco,0
F,2788,25.0,San Francisco,2
F,12979,0.0,London,4
M,93285,28.0,San Francisco,2
M,93109,59.0,Tokyo,5
M,2499,43.0,San Francisco,0
M,28090,29.0,Tokyo,3
F,14671,28.0,New York City,4
F,72761,50.0,New York City,3
F,37355,42.0,London,2
F,39150,0.0,Tokyo,4
F,63888,37.0,Tokyo,0
F,59782,5.0,New York City,2
M,4477,35.0,London,2
M,80996,4.0,San Francisco,2
F,42538,29.0,Tokyo,0
F,43537,3.0,Miami,0
M,135340,78.0,Miami,0
F,149619,8.0,San Francisco,1
F,57152,98.0,London,1
M,112398,20.0,New York City,0
F,51365,9.0,San Francisco,0
F,40519,4.0,London,1
F,1260,6.0,San Francisco,2
F,76507,48.0,Tokyo,1
F,86757,18.0,Miami,0
M,16066,37.0,New York City,1
F,95524,14.0,San Francisco,2
M,3245,18.0,New York City,0
F,13295,65.0,London,0
F,27323,11.0,Miami,0
F,34614,8.0,Tokyo,0
M,70079,22.0,Tokyo,2
F,58027,13.0,New York City,2
M,69300,24.0,New York City,2
M,27236,29.0,New York City,1
F,20061,10.0,Miami,2
F,65392,31.0,Miami,0
M,214,4.0,Miami,3
F,96789,38.0,San Francisco,0
F,235412,9.0,Tokyo,1
F,116083,23.0,Miami,4
M,161282,10.0,Tokyo,1
M,237732,22.0,Miami,0
F,152601,78.0,Tokyo,5
F,19680,3.0,New York City,1
M,54258,26.0,Miami,1
F,78485,17.0,Miami,1
F,68967,9.0,San Francisco,0
M,66905,11.0,London,0
M,32458,2.0,New York City,1
M,86088,6.0,New York City,2
F,144711,25.0,Tokyo,0
M,10296,40.0,Tokyo,3
F,48200,9.0,London,1
F,158450,2.0,Miami,0
F,58417,14.0,London,1
F,191290,14.0,New York City,1
F,117355,11.0,New York City,0
M,37423,26.0,Miami,0
M,30881,22.0,Miami,1
F,161158,3.0,San Francisco,3
F,9224,12.0,San Francisco,0
F,63924,45.0,Tokyo,5
M,91996,57.0,Miami,0
M,16180,2.0,New York City,3
F,33016,93.0,London,0
F,150857,31.0,San Francisco,4
F,42400,2.0,Miami,3
M,110101,2.0,Tokyo,3
M,73877,11.0,Tokyo,1
F,145533,8.0,Miami,1
F,183689,21.0,Miami,0
M,185827,2.0,Tokyo,0
F,78551,26.0,San Francisco,2
F,19258,64.0,Miami,2
F,138728,1.0,Miami,1
F,54261,40.0,Miami,2
F,123202,32.0,San Francisco,0
M,58593,4.0,San Francisco,0
M,5691,29.0,London,1
M,92710,53.0,London,1
M,69764,3.0,Tokyo,1
F,211262,9.0,London,1
F,116741,9.0,London,1
F,44645,21.0,London,2
M,13057,2.0,Tokyo,2
F,25840,33.0,Tokyo,1
M,36070,28.0,London,2
F,37086,52.0,Tokyo,0
F,181104,15.0,San Francisco,3
M,43148,25.0,Tokyo,2
M,59612,22.0,Miami,3
M,156548,45.0,San Francisco,5
M,111337,9.0,Miami,2
M,95459,15.0,Tokyo,0
F,22674,63.0,Miami,1
F,135331,59.0,Tokyo,0
M,156276,57.0,Tokyo,0
M,151609,4.0,San Francisco,0
M,22852,66.0,Miami,2
F,101526,22.0,London,0
M,45068,32.0,Miami,0
F,113739,5.0,Miami,1
M,61590,14.0,Tokyo,2
M,46920,31.0,San Francisco,4
F,89609,38.0,New York City,2
M,6940,34.0,New York City,0
F,109339,10.0,San Francisco,2
F,94884,56.0,San Francisco,2
F,52978,4.0,Miami,0
M,139651,17.0,Tokyo,1
F,27195,3.0,London,0
M,62665,20.0,Tokyo,2
F,33683,28.0,Miami,3
M,90906,27.0,New York City,1
F,39773,2.0,Miami,0
M,19770,19.0,New York City,0
M,7546,1.0,San Francisco,0
F,102610,20.0,San Francisco,2
M,106652,36.0,San Francisco,3
F,33737,2.0,Miami,3
M,30349,63.0,New York City,1
M,73412,8.0,London,0
F,132203,29.0,San Francisco,2
F,3267,0.0,Tokyo,0
F,33141,0.0,London,0
F,51944,3.0,Miami,1
F,30862,32.0,Tokyo,1
M,51124,47.0,New York City,0
M,18930,49.0,New York City,1
M,54938,27.0,Miami,1
M,91545,4.0,London,1
M,113347,15.0,Tokyo,0
F,84259,10.0,San Francisco,0
M,13670,47.0,Tokyo,0
M,60219,13.0,San Francisco,0
F,157485,16.0,Miami,1
M,51323,37.0,San Francisco,1
F,154652,14.0,Miami,0
F,46014,27.0,San Francisco,1
M,14894,3.0,San Francisco,3
M,19758,18.0,Miami,4
F,49141,42.0,Tokyo,0
F,170984,33.0,San Francisco,1
F,239314,18.0,London,2
F,79410,16.0,London,0
M,10614,15.0,San Francisco,1
F,64505,42.0,New York City,1
M,218034,13.0,London,0
M,72806,9.0,London,0
F,122579,8.0,New York City,1
F,60585,0.0,San Francisco,1
F,87844,32.0,Miami,0
M,142732,11.0,San Francisco,1
F,158177,11.0,London,3
M,16887,79.0,London,1
M,28607,25.0,New York City,1
M,117081,9.0,Tokyo,0
F,78132,40.0,Tokyo,2
F,108739,43.0,London,0
M,15287,34.0,Tokyo,0
F,3370,2.0,Miami,1
M,25557,37.0,London,0
F,39120,30.0,Tokyo,2
M,117010,23.0,Tokyo,1
M,71178,5.0,London,4
F,269725,13.0,Miami,0
M,9000,40.0,London,0
F,19563,28.0,San Francisco,1
F,123850,22.0,New York City,2
M,107500,8.0,Miami,0
F,136546,28.0,Miami,4
F,795,17.0,Miami,0
M,6775,12.0,Miami,0
M,37665,24.0,Miami,0
F,25098,21.0,Tokyo,0
F,120372,11.0,New York City,0
M,117821,41.0,San Francisco,1
F,163825,14.0,Miami,0
M,140061,29.0,San Francisco,1
F,37825,26.0,London,0
F,68909,16.0,San Francisco,2
M,109664,10.0,Tokyo,1
M,173684,28.0,Tokyo,0
M,118714,47.0,San Francisco,2
M,69194,40.0,Miami,1
M,215681,23.0,New York City,1
M,181735,2.0,New York City,0
M,12401,19.0,New York City,1
F,238844,11.0,Tokyo,0
F,11202,75.0,San Francisco,0
M,43838,58.0,London,1
M,88521,11.0,Tokyo,2
M,10914,29.0,New York City,1
M,205856,0.0,New York City,2
M,20033,29.0,London,3
M,16017,8.0,London,0
M,27495,1.0,New York City,1
F,134063,1.0,London,0
F,28186,14.0,Tokyo,0
F,227670,7.0,Tokyo,1
M,232641,18.0,New York City,0
M,22557,30.0,San Francisco,0
M,33621,33.0,Tokyo,1
F,141521,91.0,San Francisco,1
F,82585,14.0,Tokyo,2
M,144778,17.0,San Francisco,2
F,72329,62.0,Tokyo,0
F,162162,13.0,London,1
M,203873,1.0,Tokyo,0
M,17667,10.0,London,0
F,73281,30.0,San Francisco,1
F,65099,24.0,London,1
M,49773,57.0,New York City,4
M,17566,19.0,Miami,0
F,72232,45.0,New York City,0
M,11310,8.0,Miami,0
F,12573,29.0,Miami,0
M,109196,25.0,New York City,2
F,15809,16.0,London,1
M,85327,42.0,Tokyo,0
F,32177,54.0,Tokyo,2
F,90181,10.0,New York City,2
M,269133,42.0,San Francisco,3
M,174768,17.0,Tokyo,1
F,49539,15.0,San Francisco,1
M,82626,85.0,Miami,0
F,77094,18.0,New York City,1
F,151327,33.0,New York City,2
M,91607,58.0,San Francisco,0
M,124241,6.0,San Francisco,1
M,268771,11.0,Tokyo,1
F,82449,39.0,San Francisco,1
F,4593,19.0,Tokyo,0
F,29298,1.0,Miami,2
F,192367,10.0,Tokyo,1
M,54473,43.0,Tokyo,1
M,37554,3.0,London,0
M,75358,28.0,New York City,1
M,24998,11.0,New York City,2
M,28417,11.0,Miami,3
M,92662,6.0,San Francisco,4
M,5048,21.0,Miami,1
M,8266,39.0,Miami,0
M,8914,18.0,Tokyo,0
F,71486,20.0,New York City,1
F,239741,13.0,San Francisco,1
F,115613,39.0,London,0
M,4406,35.0,New York City,5
M,94332,6.0,San Francisco,1
M,68640,10.0,Miami,3
F,138884,43.0,Miami,1
M,140697,18.0,Tokyo,0
M,100346,35.0,New York City,2
M,11003,10.0,London,0
M,65255,5.0,New York City,1
F,11021,9.0,New York City,1
F,34301,41.0,Tokyo,0
M,214325,16.0,San Francisco,2
M,23236,50.0,London,1
M,99456,72.0,London,3
M,80930,48.0,New York City,1
M,81825,26.0,London,0
M,270813,8.0,Tokyo,1
F,3219,31.0,Tokyo,1
F,111371,0.0,London,1
M,69283,22.0,Miami,0
F,47842,33.0,San Francisco,2
M,73621,33.0,Tokyo,1
M,6520,34.0,San Francisco,3
F,15004,59.0,London,2
F,109773,41.0,San Francisco,1
F,8015,5.0,New York City,2
F,54598,5.0,Tokyo,0
M,159233,10.0,London,0
M,41014,12.0,Tokyo,1
F,11799,14.0,Miami,0
F,60561,41.0,Miami,0
M,170322,30.0,Miami,2
M,73554,50.0,Miami,0
F,166706,14.0,New York City,3
M,11770,18.0,Miami,3
M,12136,50.0,Miami,3
F,71670,4.0,Tokyo,1
M,13695,37.0,London,1
F,57603,7.0,Tokyo,6
M,4782,15.0,New York City,0
M,4239,8.0,Miami,1
M,7434,4.0,New York City,0
M,160827,15.0,London,0
F,57820,60.0,San Francisco,1
F,96354,11.0,London,4
M,79042,42.0,Tokyo,2
F,18382,0.0,Tokyo,1
M,59721,2.0,Miami,0
F,4250,22.0,Miami,1
M,194474,19.0,New York City,0
F,16565,3.0,San Francisco,1
F,84240,30.0,London,1
M,75511,9.0,New York City,0
M,35722,1.0,San Francisco,3
M,70937,38.0,Tokyo,1
F,18851,27.0,Miami,0
M,80980,6.0,London,0
F,15998,18.0,San Francisco,0
F,95926,20.0,New York City,0
